timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-12-01,150.86000000,152.40000000,146.18000000,151.03000000,596.48175000,1575244799999,88983.79844020,625,336.03684000,50372.35814400,0
2019-12-02,151.17000000,151.46000000,146.81000000,148.80000000,497.01419000,1575331199999,73855.47724030,543,194.71060000,28920.91481340,0
2019-12-03,148.88000000,149.84000000,145.95000000,147.38000000,597.29487000,1575417599999,88621.02860250,437,294.36682000,43670.19397020,0
2019-12-04,146.90000000,151.72000000,143.29000000,145.20000000,1358.66654000,1575503999999,199574.50760510,882,815.40693000,120033.62187260,0
2019-12-05,145.45000000,148.80000000,143.93000000,147.63000000,739.36599000,1575590399999,108103.33063900,455,282.69777000,41188.12952870,0
2019-12-06,148.17000000,149.55000000,145.84000000,148.54000000,1062.98159000,1575676799999,157545.56717960,490,171.91350000,25350.93852630,0
2019-12-07,148.77000000,149.45000000,147.18000000,147.78000000,272.11167000,1575763199999,40357.14933460,363,65.09797000,9662.90514890,0
2019-12-08,147.22000000,151.90000000,146.30000000,150.71000000,538.79776000,1575849599999,80785.33734960,293,158.85965000,23840.48378330,0
2019-12-09,150.71000000,150.96000000,145.86000000,147.46000000,440.94291000,1575935999999,65473.14220270,336,304.33237000,45182.21415770,0
2019-12-10,147.46000000,147.85000000,143.90000000,145.65000000,573.95180000,1576022399999,83762.09403120,381,345.82812000,50278.01230950,0
2019-12-11,145.70000000,146.17000000,141.99000000,142.88000000,260.85777000,1576108799999,37496.97587030,193,172.61852000,24760.26046780,0
2019-12-12,143.38000000,145.53000000,139.51000000,144.68000000,659.32510000,1576195199999,94819.55375740,718,263.84764000,37827.47001460,0
2019-12-13,144.74000000,145.22000000,142.92000000,144.43000000,1049.36277000,1576281599999,151607.92941140,911,518.93892000,75109.82730210,0
2019-12-14,144.69000000,144.77000000,141.05000000,141.78000000,437.70579000,1576367999999,62422.36311970,222,241.92970000,34410.90385120,0
2019-12-15,141.07000000,143.69000000,139.91000000,142.36000000,255.49402000,1576454399999,36302.70228360,163,138.36185000,19688.73307630,0
2019-12-16,141.81000000,142.00000000,130.00000000,132.54000000,1278.19431000,1576540799999,172828.49046310,1037,608.95214000,83524.17807530,0
2019-12-17,132.44000000,132.66000000,119.37000000,121.80000000,2050.23714000,1576627199999,257840.87627160,1089,729.96120000,91267.70830140,0
2019-12-18,121.80000000,134.46000000,116.75000000,133.04000000,2673.10708000,1576713599999,334606.79467700,1770,946.16354000,118938.01346880,0
2019-12-19,133.34000000,133.89000000,125.79000000,128.47000000,1813.93562000,1576799999999,231054.50389760,868,1236.52852000,157418.98947090,0
2019-12-20,128.20000000,128.85000000,126.04000000,128.12000000,722.51373000,1576886399999,92318.24700640,407,386.57553000,49428.79565980,0
2019-12-21,128.28000000,128.29000000,126.70000000,126.94000000,558.64034000,1576972799999,71127.98187490,168,321.83306000,41013.01565850,0
2019-12-22,126.89000000,132.86000000,126.84000000,132.16000000,727.99972000,1577059199999,94143.44060160,320,297.41468000,38315.81143950,0
2019-12-23,132.54000000,135.10000000,125.92000000,127.99000000,1021.07290000,1577145599999,134506.55371060,512,369.60781000,48671.12013280,0
2019-12-24,127.88000000,129.37000000,126.78000000,127.71000000,342.28240000,1577231999999,43669.42892340,190,131.71505000,16852.36660850,0
2019-12-25,127.45000000,127.45000000,123.33000000,124.70000000,204.58330000,1577318399999,25619.26291870,203,99.68223000,12510.79571370,0
2019-12-26,124.70000000,131.77000000,124.32000000,125.43000000,244.68349000,1577404799999,31012.09236620,220,185.22335000,23493.81713440,0
2019-12-27,125.43000000,126.60000000,122.28000000,126.35000000,597.33218000,1577491199999,74752.84132350,453,533.75757000,66814.79130080,0
2019-12-28,125.71000000,129.39000000,125.71000000,127.68000000,470.02674000,1577577599999,60299.62998070,270,113.83418000,14549.59065860,0
2019-12-29,127.64000000,137.72000000,127.29000000,134.25000000,558.25172000,1577663999999,73519.39099790,367,233.01168000,30787.95852610,0
2019-12-30,133.22000000,135.44000000,130.03000000,131.18000000,702.80206000,1577750399999,92998.03431370,469,264.71919000,35124.78553210,0
2019-12-31,131.05000000,133.00000000,127.77000000,128.74000000,494.67940000,1577836799999,64462.35830780,364,129.20729000,16848.53035470,0
2020-01-01,128.54000000,132.51000000,128.43000000,130.35000000,332.00567000,1577923199999,43317.40887510,328,169.46066000,22102.21929990,0
2020-01-02,129.88000000,129.88000000,126.01000000,126.87000000,356.02846000,1578009599999,45639.27630550,264,162.05011000,20768.22491730,0
2020-01-03,127.02000000,134.63000000,125.70000000,133.75000000,969.80025000,1578095999999,128185.45577420,672,312.74436000,41196.67623110,0
2020-01-04,134.20000000,135.52000000,132.38000000,134.17000000,601.44372000,1578182399999,80452.50640650,408,193.26835000,25811.34913320,0
2020-01-05,134.26000000,137.99000000,134.26000000,134.99000000,1902.27915000,1578268799999,258032.85517460,640,888.67860000,120550.14431280,0
2020-01-06,135.02000000,144.23000000,134.89000000,143.94000000,938.53427000,1578355199999,132641.83552890,683,443.04090000,62627.15398790,0
2020-01-07,144.35000000,145.08000000,138.97000000,142.92000000,736.13537000,1578441599999,105147.94904350,615,313.20198000,44714.17524990,0
2020-01-08,142.90000000,147.83000000,137.16000000,140.45000000,1941.63336000,1578527999999,273409.27112120,1052,631.68501000,88644.41936910,0
2020-01-09,140.43000000,141.26000000,135.24000000,137.87000000,913.98707000,1578614399999,126240.43425280,591,564.81460000,77866.15561980,0
2020-01-10,137.58000000,145.00000000,135.23000000,144.71000000,940.16711000,1578700799999,132162.80890960,967,547.53225000,77745.66031820,0
2020-01-11,143.57000000,147.78000000,142.14000000,142.36000000,828.35613000,1578787199999,119887.42291340,613,236.98476000,34273.97620170,0
2020-01-12,142.28000000,145.95000000,141.76000000,145.75000000,648.95422000,1578873599999,93686.78144720,511,135.40517000,19557.50407730,0
2020-01-13,146.68000000,146.68000000,142.19000000,143.67000000,870.66549000,1578959999999,124881.15016770,382,488.14254000,69944.72141110,0
2020-01-14,143.60000000,170.78000000,143.60000000,166.04000000,3734.03072000,1579046399999,588583.79658830,2800,1489.42051000,235369.67859950,0
2020-01-15,165.46000000,171.76000000,159.03000000,166.15000000,2282.85518000,1579132799999,378161.51194470,1782,1126.95772000,187214.28657500,0
2020-01-16,166.53000000,166.53000000,158.29000000,163.97000000,1776.67753000,1579219199999,287747.57536010,1362,862.35453000,139595.53747560,0
2020-01-17,164.25000000,174.09000000,161.93000000,170.34000000,2211.00313000,1579305599999,375203.21275030,1734,1028.18610000,174734.08478120,0
2020-01-18,169.00000000,179.03000000,165.00000000,173.94000000,3284.14797000,1579391999999,571020.90411940,2492,971.77958000,168765.37029400,0
2020-01-19,173.86000000,177.75000000,161.59000000,166.63000000,2142.44769000,1579478399999,361709.28055250,1855,609.94463000,104338.49834100,0
2020-01-20,167.06000000,169.00000000,161.22000000,166.68000000,2332.06817000,1579564799999,385732.50156790,1220,807.31812000,133213.47431060,0
2020-01-21,166.63000000,169.65000000,164.46000000,169.37000000,1577.53017000,1579651199999,263984.31388450,953,535.76647000,89742.48662220,0
2020-01-22,169.48000000,171.00000000,165.66000000,167.68000000,1493.54172000,1579737599999,250516.85337440,1002,965.02055000,161726.09783990,0
2020-01-23,167.55000000,167.55000000,158.86000000,162.72000000,1793.74460000,1579823999999,291129.88593360,1358,915.85422000,148443.74574870,0
2020-01-24,162.44000000,164.06000000,155.31000000,162.12000000,2535.05988000,1579910399999,407101.95420820,1364,1135.02725000,181510.11925540,0
2020-01-25,161.26000000,162.06000000,157.50000000,160.13000000,1340.52789000,1579996799999,214147.86753730,1113,756.67908000,120651.30847850,0
2020-01-26,159.85000000,167.69000000,159.13000000,167.55000000,1403.59180000,1580083199999,230106.51082240,1197,435.94171000,71165.48195480,0
2020-01-27,167.68000000,171.63000000,165.00000000,169.75000000,2079.97051000,1580169599999,351768.56953880,2020,867.97548000,146658.66411980,0
2020-01-28,169.89000000,176.18000000,169.84000000,175.65000000,2083.74235000,1580255999999,359652.52015090,1960,476.15714000,82362.70990650,0
2020-01-29,175.61000000,178.40000000,173.21000000,173.21000000,1278.71602000,1580342399999,225288.97899140,1212,554.19129000,97670.95512650,0
2020-01-30,173.21000000,186.70000000,170.50000000,184.21000000,1754.84623000,1580428799999,313720.19590610,1595,844.06654000,150642.99672610,0
2020-01-31,184.73000000,185.48000000,174.93000000,179.72000000,2210.07881000,1580515199999,397483.36781180,1794,1443.36177000,259570.96560350,0
2020-02-01,179.80000000,184.02000000,179.08000000,183.52000000,1219.12090000,1580601599999,221658.65740380,1604,671.61521000,122249.56310390,0
2020-02-02,183.21000000,193.36000000,179.00000000,188.10000000,2721.15596000,1580687999999,512505.77842570,2156,720.93355000,135686.53043470,0
2020-02-03,188.03000000,195.31000000,186.51000000,189.48000000,2227.51558000,1580774399999,422491.78509650,1407,1226.56605000,232454.72086490,0
2020-02-04,189.82000000,191.20000000,184.42000000,188.36000000,1089.49756000,1580860799999,204238.12442110,854,617.17223000,115791.33210710,0
2020-02-05,188.58000000,207.55000000,187.67000000,203.73000000,2740.77512000,1580947199999,546528.04132640,1891,718.91529000,142647.53904840,0
2020-02-06,204.00000000,216.10000000,201.13000000,212.85000000,3703.42430000,1581033599999,780158.55017030,3242,1573.53320000,330569.60918070,0
2020-02-07,213.06000000,224.40000000,213.06000000,223.26000000,5445.57494000,1581119999999,1195915.80142720,4721,2468.03038000,541675.13079510,0
2020-02-08,223.45000000,227.73000000,213.39000000,223.31000000,5626.41409000,1581206399999,1257648.71982360,4353,1810.18960000,403889.13813860,0
2020-02-09,223.10000000,230.67000000,223.06000000,228.79000000,4102.52360000,1581292799999,932879.74086470,3268,1554.14698000,353041.99747090,0
2020-02-10,228.79000000,229.64000000,216.67000000,222.96000000,6308.97202000,1581379199999,1405439.40287250,4013,2637.67188000,587998.20827790,0
2020-02-11,223.06000000,239.57000000,218.02000000,237.65000000,6629.17254000,1581465599999,1515609.59991160,5034,3030.11021000,695310.14408740,0
2020-02-12,238.07000000,275.93000000,238.07000000,266.18000000,10661.54013000,1581551999999,2750215.21058530,9785,4966.33042000,1282339.10209190,0
2020-02-13,266.36000000,277.92000000,256.00000000,268.42000000,8398.30068000,1581638399999,2249855.43791550,10649,4297.42840000,1153003.34563300,0
2020-02-14,268.64000000,288.21000000,260.35000000,285.76000000,6872.42008000,1581724799999,1886049.39450540,8253,3411.79348000,937645.20795050,0
2020-02-15,285.71000000,288.85000000,261.69000000,264.72000000,10248.81623000,1581811199999,2814344.12149620,9161,6178.79262000,1693657.69512100,0
2020-02-16,264.74000000,273.87000000,237.03000000,259.18000000,14291.02440000,1581897599999,3716590.81172630,10004,8785.21279000,2293655.59496980,0
2020-02-17,258.92000000,268.43000000,242.36000000,267.75000000,13936.30492000,1581983999999,3534848.96361810,12677,6070.95083000,1534945.63472250,0
2020-02-18,267.85000000,286.44000000,259.08000000,283.16000000,11826.61425000,1582070399999,3242209.12607210,12605,4997.52199000,1367642.12108600,0
2020-02-19,283.54000000,285.09000000,251.53000000,258.47000000,8130.90614000,1582156799999,2220582.67679230,9413,3454.64687000,943673.98899590,0
2020-02-20,258.38000000,264.28000000,245.80000000,257.57000000,10628.22615000,1582243199999,2718274.17710730,10362,5448.29209000,1394429.58592340,0
2020-02-21,257.05000000,268.36000000,254.01000000,265.35000000,10580.67007000,1582329599999,2778255.82360740,6996,4442.18096000,1167575.00349680,0
2020-02-22,265.58000000,266.94000000,256.47000000,262.13000000,4633.41048000,1582415999999,1210068.24539310,3758,2452.74411000,640290.88952620,0
2020-02-23,261.98000000,276.32000000,261.49000000,275.11000000,7880.80814000,1582502399999,2139989.92725770,8356,2959.56008000,803667.42809230,0
2020-02-24,275.11000000,277.87000000,257.22000000,265.41000000,12778.84308000,1582588799999,3431445.08019390,9611,6203.28818000,1663198.17484520,0
2020-02-25,265.47000000,265.97000000,244.50000000,246.55000000,13038.84791000,1582675199999,3317541.94248390,7957,5056.30372000,1288460.05023200,0
2020-02-26,245.90000000,250.00000000,215.51000000,223.58000000,16320.98548000,1582761599999,3774848.92664790,13280,7455.63522000,1724708.07239240,0
2020-02-27,223.32000000,238.13000000,209.74000000,227.60000000,15039.46633000,1582847999999,3402487.70004890,9539,8347.72232000,1901184.80808410,0
2020-02-28,227.96000000,234.47000000,213.97000000,227.15000000,11380.47297000,1582934399999,2546569.23571860,8724,5977.52670000,1336501.85968750,0
2020-02-29,227.11000000,233.18000000,217.12000000,217.48000000,7633.70043000,1583020799999,1722769.51320180,6115,3725.44935000,841236.51057550,0
2020-03-01,217.15000000,227.50000000,212.37000000,217.40000000,10634.75836000,1583107199999,2333788.90863590,7379,5510.67065000,1208706.58466310,0
2020-03-02,217.35000000,234.30000000,215.97000000,232.04000000,11712.33851000,1583193599999,2645434.05442250,6814,6158.98914000,1390835.23273030,0
2020-03-03,232.17000000,232.99000000,220.10000000,223.63000000,18298.41834000,1583279999999,4170206.74362940,8520,5786.43807000,1312827.96010900,0
2020-03-04,224.00000000,228.64000000,220.33000000,224.62000000,12389.64602000,1583366399999,2772253.80647130,5895,9332.61571000,2087315.80235120,0
2020-03-05,224.64000000,234.21000000,224.64000000,228.63000000,14453.02958000,1583452799999,3330137.36536660,8312,4281.58314000,983028.42846160,0
2020-03-06,228.57000000,245.84000000,227.69000000,245.56000000,31688.53983000,1583539199999,7472363.63495930,12108,6090.27699000,1442345.88675550,0
2020-03-07,245.88000000,252.36000000,236.44000000,237.37000000,13624.93751000,1583625599999,3316948.68404510,7808,6173.65753000,1500484.55380220,0
2020-03-08,237.34000000,237.34000000,195.50000000,199.35000000,66959.46199000,1583711999999,14420687.55631120,22761,49259.47200000,10602571.12381380,0
2020-03-09,199.50000000,208.49000000,189.69000000,202.63000000,41207.42536000,1583798399999,8274055.42579890,19190,23824.28559000,4796244.68422640,0
2020-03-10,203.03000000,206.24000000,195.61000000,200.63000000,17554.38159000,1583884799999,3538578.76345490,11719,8129.16606000,1637557.41080900,0
2020-03-11,200.59000000,203.13000000,181.81000000,194.85000000,41317.58470000,1583971199999,7976871.75793600,16253,10253.61602000,1976921.12100430,0
2020-03-12,195.03000000,195.52000000,100.53000000,107.59000000,158890.52373000,1584057599999,22847734.73326130,74861,85847.31081000,11681468.23963120,0
2020-03-13,107.58000000,140.33000000,85.67000000,135.03000000,100764.58219000,1584143999999,11757965.87929330,63062,67841.85409000,7858363.00901500,0
2020-03-14,135.70000000,135.71000000,120.84000000,122.70000000,51996.11848000,1584230399999,6705222.18286110,29674,21286.55581000,2736225.48774870,0
2020-03-15,122.54000000,133.94000000,120.20000000,123.56000000,45044.67339000,1584316799999,5575270.01917880,19541,26465.72077000,3272982.15956280,0
2020-03-16,123.44000000,124.07000000,101.00000000,110.98000000,46742.06668000,1584403199999,5201192.42848860,27717,26057.23750000,2894914.46491220,0
2020-03-17,111.46000000,121.24000000,109.45000000,116.16000000,37731.97027000,1584489599999,4420165.33016340,18554,18436.68049000,2159173.21241240,0
2020-03-18,116.14000000,118.85000000,110.15000000,118.56000000,36056.21437000,1584575999999,4150989.71805350,25226,18517.62342000,2131991.25988570,0
2020-03-19,118.70000000,143.50000000,115.80000000,136.81000000,42137.92224000,1584662399999,5432731.23465620,37671,19845.21428000,2544743.75050100,0
2020-03-20,136.86000000,153.00000000,116.50000000,133.50000000,45292.94970000,1584748799999,6193773.16486280,34584,23567.77598000,3223293.04651460,0
2020-03-21,133.59000000,137.82000000,125.85000000,132.78000000,29888.91305000,1584835199999,3938078.45176020,20243,15329.14384000,2021016.11573120,0
2020-03-22,132.70000000,137.35000000,121.11000000,122.42000000,27343.33121000,1584921599999,3541251.09630160,19704,15381.78472000,1998680.75241440,0
2020-03-23,122.32000000,138.09000000,119.50000000,136.39000000,33399.03112000,1585007999999,4314429.38194400,25072,19276.11374000,2487712.81690340,0
2020-03-24,136.48000000,144.00000000,133.00000000,139.01000000,44486.82093000,1585094399999,6138490.09663330,30811,22115.69224000,3049185.98741700,0
2020-03-25,138.75000000,142.80000000,133.00000000,136.51000000,31606.07594000,1585180799999,4333413.53207320,19646,17735.21383000,2430870.85460780,0
2020-03-26,136.39000000,140.06000000,133.50000000,138.81000000,20236.95970000,1585267199999,2755852.96435990,12270,9334.92682000,1270028.53425180,0
2020-03-27,138.87000000,141.72000000,130.00000000,131.54000000,18270.95569000,1585353599999,2500382.50193410,9159,9929.50922000,1355901.76618770,0
2020-03-28,131.33000000,133.21000000,125.00000000,131.24000000,16479.34042000,1585439999999,2125123.38898050,10368,7974.71270000,1028419.02312050,0
2020-03-29,131.33000000,132.11000000,123.90000000,124.32000000,13111.77542000,1585526399999,1670088.49537410,7499,6454.92576000,822346.33374740,0
2020-03-30,124.71000000,135.51000000,124.08000000,132.31000000,18875.34925000,1585612799999,2477113.23326490,11474,8426.85670000,1105609.68417380,0
2020-03-31,132.31000000,135.44000000,130.58000000,133.06000000,16986.36962000,1585699199999,2258472.35380250,9482,7312.62805000,972398.12909530,0
2020-04-01,133.22000000,137.14000000,128.97000000,136.18000000,16444.47642000,1585785599999,2176535.91320680,10260,8616.65106000,1142735.67335370,0
2020-04-02,136.19000000,150.20000000,135.51000000,141.40000000,32024.16868000,1585871999999,4513708.41737540,16656,14399.88003000,2025210.96877670,0
2020-04-03,141.34000000,146.93000000,138.00000000,141.32000000,30975.99416000,1585958399999,4409088.05505620,13359,20322.38366000,2888594.48989730,0
2020-04-04,141.31000000,146.55000000,139.15000000,144.34000000,11667.55985000,1586044799999,1661868.31083200,9315,5460.71138000,777724.88523430,0
2020-04-05,144.55000000,145.86000000,140.78000000,142.98000000,6868.97198000,1586131199999,984170.23237070,6606,3490.17778000,500203.51713120,0
2020-04-06,142.92000000,172.00000000,142.86000000,171.54000000,31255.26637000,1586217599999,4932907.91998530,25038,13956.00164000,2204206.68569570,0
2020-04-07,171.47000000,176.32000000,162.33000000,164.64000000,33523.56981000,1586303999999,5718358.32932920,20510,13439.45439000,2286237.78865570,0
2020-04-08,164.57000000,174.67000000,163.57000000,173.41000000,16076.49605000,1586390399999,2736182.83630420,12152,7592.24368000,1293183.39554450,0
2020-04-09,173.31000000,173.55000000,165.30000000,169.79000000,14620.85875000,1586476799999,2493797.58892410,11925,6218.15187000,1060629.22958470,0
2020-04-10,169.79000000,170.35000000,152.33000000,158.02000000,27834.11387000,1586563199999,4434008.20800490,18163,11971.27486000,1905925.87938180,0
2020-04-11,158.14000000,161.70000000,154.15000000,158.69000000,19921.42072000,1586649599999,3151903.93412380,10894,9105.68443000,1440881.67569010,0
2020-04-12,158.71000000,165.24000000,155.24000000,158.72000000,20003.60893000,1586735999999,3230746.69147730,12418,9748.39605000,1573944.07673770,0
2020-04-13,158.68000000,159.35000000,150.00000000,156.82000000,21841.60353000,1586822399999,3374990.12843140,17209,10757.67305000,1661356.68881430,0
2020-04-14,156.76000000,162.18000000,155.55000000,158.69000000,18475.50059000,1586908799999,2934594.25826420,13388,8859.25323000,1406849.97879450,0
2020-04-15,158.47000000,161.45000000,151.87000000,152.79000000,17687.89639000,1586995199999,2789435.74811580,13667,6689.79627000,1050007.34065760,0
2020-04-16,152.72000000,175.06000000,148.46000000,172.56000000,32961.77071000,1587081599999,5502458.23779550,29428,15956.47708000,2663941.03460890,0
2020-04-17,172.58000000,175.05000000,168.48000000,170.82000000,13339.90309000,1587167999999,2279561.57584190,11212,6631.23636000,1134673.23960760,0
2020-04-18,170.82000000,189.81000000,170.79000000,187.95000000,24304.78965000,1587254399999,4388564.96839210,14880,12008.14610000,2166223.34905710,0
2020-04-19,187.79000000,188.57000000,176.23000000,180.34000000,17985.59389000,1587340799999,3283964.90399570,15435,7810.10962000,1424075.68852680,0
2020-04-20,180.34000000,186.65000000,166.99000000,170.45000000,36232.31517000,1587427199999,6398859.17551670,21546,15914.34942000,2815949.89224880,0
2020-04-21,170.10000000,174.85000000,168.38000000,170.88000000,15647.87546000,1587513599999,2685367.40907370,8793,7093.58351000,1218130.60546760,0
2020-04-22,170.91000000,184.18000000,170.07000000,182.92000000,20813.75617000,1587599999999,3725833.62535800,14590,11358.98177000,2039015.50013450,0
2020-04-23,182.92000000,194.15000000,178.37000000,185.76000000,48863.95948000,1587686399999,9126874.89782080,19589,12449.12697000,2322265.39371720,0
2020-04-24,185.56000000,190.00000000,184.85000000,187.74000000,15181.71618000,1587772799999,2850402.21032710,9995,7003.47651000,1314919.66542010,0
2020-04-25,187.85000000,198.33000000,185.98000000,194.42000000,20117.52706000,1587859199999,3891202.76419960,12115,8099.78152000,1566872.58662570,0
2020-04-26,194.39000000,200.10000000,192.54000000,197.61000000,18476.54379000,1587945599999,3616026.73411800,11167,8253.18268000,1616388.50710630,0
2020-04-27,197.66000000,199.20000000,189.95000000,196.87000000,36001.67262000,1588031999999,7008398.37810710,14919,12890.85191000,2517390.32686510,0
2020-04-28,196.84000000,197.86000000,192.64000000,196.61000000,12782.40298000,1588118399999,2500205.27996480,8941,6015.57564000,1176797.38911310,0
2020-04-29,196.61000000,219.22000000,196.57000000,215.55000000,34483.60269000,1588204799999,7185166.50500330,19878,18690.03348000,3879547.70311900,0
2020-04-30,215.55000000,227.59000000,202.33000000,206.30000000,38533.98885000,1588291199999,8195836.09951920,30352,16834.89691000,3601115.85214310,0
2020-05-01,206.19000000,217.50000000,206.07000000,212.12000000,21976.45411000,1588377599999,4659872.52499260,17699,12906.39013000,2736772.85324880,0
2020-05-02,212.06000000,215.50000000,210.55000000,213.93000000,9334.32780000,1588463999999,1987734.92691410,9051,4118.52259000,876869.26589170,0
2020-05-03,214.04000000,219.37000000,205.14000000,210.06000000,14435.32272000,1588550399999,3072744.50925870,15866,7093.48367000,1512000.54657090,0
2020-05-04,210.16000000,210.88000000,195.12000000,206.93000000,34279.60713000,1588636799999,6933400.60805270,17759,11632.48316000,2357490.74892440,0
2020-05-05,206.88000000,211.91000000,201.26000000,205.40000000,18097.21218000,1588723199999,3714410.11254250,12603,11171.64128000,2291603.57759200,0
2020-05-06,205.50000000,211.07000000,197.95000000,199.38000000,19260.21988000,1588809599999,3985650.98758280,14281,7886.84467000,1629123.35241110,0
